title	year	length	budget	rating	votes	mpaa	genre	status
Dodgeball: A True Underdog Story	2004	92	20	6.6	14584	PG-13	Comedy	no
Dumb & Dumber	1994	101	16	6.6	27713	PG-13	Comedy	no
Fever Pitch	2005	98	39.69	6.6	1712	PG-13	RomCom	no
Finding Graceland	1998	106	10	6.6	504	PG-13	Drama	no
Firm, The	1993	154	42	6.6	14708	R	Drama	no
Get on the Bus	1996	120	2.4	6.6	1142	R	Drama	no
He Got Game	1998	137	25	6.6	4198	R	Drama	no
Hidalgo	2004	136	78	6.6	7328	PG-13	Action Drama	no
Hurricane	1997	91	0.5	6.6	424	R	Drama	no
Interpreter, The	2005	128	80	6.6	4678	PG-13	Drama	no
Intolerable Cruelty	2003	100	60	6.6	11967	PG-13	RomCom	no
James and the Giant Peach	1996	79	38	6.6	3144	PG	Animated	no
K-19: The Widowmaker	2002	140	100	6.6	8292	PG-13	Drama	no
Kingpin	1996	117	25	6.6	10643	PG-13	Comedy	no
Love Liza	2002	90	1	6.6	1588	R	Drama	no
Meet Joe Black	1998	178	90	6.6	16796	PG-13	Romance Drama	no
Men of Honor	2000	129	32	6.6	9684	R	Drama	no
Mission: Impossible	1996	110	75	6.6	33496	PG-13	Action	no
Molly Maguires, The	1970	124	11	6.6	455	PG	Drama	no
Music of the Heart	1999	124	27	6.6	2348	PG	Drama	no
National Treasure	2004	131	100	6.6	12361	PG	Action	no
No Way Home	1996	99	4	6.6	328	R	Drama	no
Nurse Betty	2000	110	24	6.6	10441	R	RomCom	no
Poolhall Junkies	2002	94	4	6.6	1411	R	Drama	no
Private Parts	1997	109	20	6.6	9289	R	Comedy Drama	no
Ransom	1996	139	80	6.6	17678	R	Action Drama	no
Restoration	1995	117	18	6.6	1874	R	Drama	no
Ripley's Game	2002	112	30	6.6	2680	R	Drama	no
Serendipity	2001	90	28	6.6	10795	PG-13	RomCom	no
Session 9	2001	97	1.5	6.6	3718	R	Drama	no
Seven Years in Tibet	1997	139	70	6.6	9426	PG-13	Drama	no
Shooting Fish	1997	103	3	6.6	2701	PG	RomCom	no
Steamboy	2004	126	20	6.6	529	PG-13	Animated	no
Sum of All Fears, The	2002	123	68	6.6	15835	PG-13	Action Drama	no
Swiri	1999	125	5	6.6	1704	R	Action	no
Things to Do in Denver When You're Dead	1995	115	8	6.6	5703	R	Romance Drama	no
Treasure Planet	2002	95	140	6.6	3724	PG	Animated	no
Unfaithful	2002	125	50	6.6	8713	R	Drama	no
Village, The	2004	108	60	6.6	25729	PG-13	Drama	no
Walk on the Moon, A	1999	105	14	6.6	1815	R	Romance Drama	no
Walking and Talking	1996	86	1	6.6	888	R	RomCom	no
War and Peace	1956	208	6	6.6	795	PG	Romance Drama	no
What Lies Beneath	2000	130	90	6.6	20584	PG-13	Drama	no
Anchorman: The Legend of Ron Burgundy	2004	104	26	6.5	11553	PG-13	Comedy	no
Anything Else	2003	108	18	6.5	3678	R	RomCom	no
Austin Powers: The Spy Who Shagged Me	1999	95	33	6.5	37019	PG-13	Action Comedy	no
Cherish	2002	99	1.5	6.5	743	R	Comedy Drama	no
Copycat	1995	123	20	6.5	7804	R	Drama	no
Crazy/Beautiful	2001	135	14	6.5	4503	PG-13	Romance Drama	no
Cruel Intentions	1999	97	11	6.5	25634	R	Romance Drama	no
Ella Enchanted	2004	96	35	6.5	2502	PG	RomCom	no
Eulogy	2004	91	10	6.5	773	R	Comedy Drama	no
Family Man, The	2000	125	60	6.5	11220	PG-13	RomCom	no
Final Fantasy: The Spirits Within	2001	106	137	6.5	16451	PG-13	Animated	no
Freeway	1996	102	3	6.5	4961	R	Drama	no
Grace of My Heart	1996	116	5	6.5	982	R	Comedy Drama	no
Home at the End of the World, A	2004	96	6.5	6.5	1693	R	Romance Drama	no
Hong faan kui	1996	91	7.5	6.5	4644	R	Action Comedy	no
House of Yes, The	1997	85	1.5	6.5	2345	R	Comedy Drama	no
Incredibly True Adventure of Two Girls in Love, The	1995	94	0.25	6.5	795	R	RomCom	no
Knight's Tale, A	2001	132	41	6.5	15006	PG-13	Action Comedy	no
Liar Liar	1997	86	45	6.5	22969	PG-13	Comedy	no
Living Out Loud	1998	103	12	6.5	1774	R	RomCom	no
Long Kiss Goodnight, The	1996	120	65	6.5	12516	R	Action Drama	no
Love and Other Catastrophes	1996	78	0.25	6.5	783	R	RomCom	no
Made	2001	94	5	6.5	4487	R	Comedy Drama	no
Marvin's Room	1996	98	23	6.5	4005	PG-13	Comedy Drama	no
Matilda	1996	102	36	6.5	4351	PG	Comedy Drama	no
Meet the Fockers	2004	115	80	6.5	11950	PG-13	Comedy	no
Mummy, The	1999	124	76	6.5	36216	PG-13	Action Comedy	no
Other Side of Heaven, The	2001	113	7	6.5	683	PG	Drama	no
Paint Your Wagon	1969	158	20	6.5	2011	PG-13	Comedy	no
Rat Race	2001	112	48	6.5	13913	PG-13	Comedy	no
Rundown, The	2003	104	85	6.5	8067	PG-13	Action Comedy	no
Rush Hour 2	2001	86	90	6.5	16581	PG-13	Action Comedy	no
Shade	2003	101	6.8	6.5	1616	R	Drama	no
Sidewalks of New York	2001	108	1	6.5	1998	R	RomCom	no
Sinbad: Legend of the Seven Seas	2003	86	60	6.5	2340	PG	Animated	no
Sky Captain and the World of Tomorrow	2004	106	40	6.5	12579	PG	Action	no
Small Time Crooks	2000	94	18	6.5	6218	PG	RomCom	no
Soul Food	1997	114	7.5	6.5	1166	R	Comedy Drama	no
SpongeBob SquarePants Movie, The	2004	90	30	6.5	2672	PG	Animated	no
Star Trek: Nemesis	2002	116	70	6.5	11785	PG-13	Action Drama	no
Summer of Sam	1999	142	22	6.5	8151	R	Romance Drama	no
THX 1138	1971	88	0.777	6.5	4274	R	Drama	no
Tuck Everlasting	2002	96	15	6.5	2055	PG	Romance Drama	no
Twin Peaks: Fire Walk with Me	1992	135	10	6.5	6927	R	Drama	no
U Turn	1997	125	19	6.5	10306	R	Drama	no
U-571	2000	116	62	6.5	15792	PG-13	Action Drama	no
While You Were Sleeping	1995	103	17	6.5	13035	PG	RomCom	no
13 Going On 30	2004	98	37	6.4	7859	PG-13	RomCom	no
Absolute Power	1997	121	50	6.4	7995	R	Drama	no
Ali	2001	165	107	6.4	9294	R	Drama	no
Any Given Sunday	1999	156	62	6.4	19531	R	Drama	no
Apt Pupil	1998	112	14	6.4	6728	R	Drama	no
Atlantis: The Lost Empire	2001	95	90	6.4	6323	PG	Animated	no
Bad Boys	1995	118	23	6.4	15326	R	Action Comedy	no
Beyond Rangoon	1995	100	23	6.4	1285	R	Drama	no
Big Trouble	2002	85	40	6.4	4088	PG-13	Comedy	no
Blast from the Past	1999	112	35	6.4	9483	PG-13	RomCom	no
Bowfinger	1999	97	55	6.4	15000	PG-13	Comedy	no
Brothers McMullen, The	1995	98	0.0238	6.4	2325	R	Comedy Drama	no
Bruce Almighty	2003	101	81	6.4	23905	PG-13	RomCom	no
Cellular	2004	94	25	6.4	6182	PG-13	Action	no
Civil Action, A	1998	112	60	6.4	6847	PG-13	Drama	no
Clay Pigeons	1998	104	8	6.4	2658	R	Comedy Drama	no
Code 46	2003	92	7.5	6.4	2094	R	Romance Drama	no
Conspiracy Theory	1997	135	75	6.4	15470	R	Romance Drama	no
CQ	2001	91	7	6.4	1315	R	Comedy Drama	no
Dancing in September	2000	102	0.85	6.4	166	R	Drama	no
Die Another Day	2002	133	142	6.4	22136	PG-13	Action	no
Drive	1997	117	3.5	6.4	1086	R	Action Comedy	no
Game of Their Lives, The	2005	101	20	6.4	125	PG	Drama	no
Ghost and the Darkness, The	1996	109	55	6.4	8360	R	Action Drama	no
God's Army	2000	108	0.3	6.4	354	PG	Drama	no
Happy, Texas	1999	98	1.7	6.4	3453	PG-13	Comedy	no
Horse Whisperer, The	1998	170	60	6.4	6744	PG-13	Romance Drama	no
Incident at Loch Ness	2004	94	1.4	6.4	251	PG-13	Comedy	no
Intermission	2003	102	5	6.4	1971	R	Comedy Drama	no
Jersey Girl	2004	102	35	6.4	6853	PG-13	Comedy Drama	no
John Q	2002	116	36	6.4	8952	PG-13	Drama	no
Kiss the Girls	1997	111	27	6.4	9041	R	Drama	no
Ladykillers, The	2004	104	35	6.4	10580	R	Comedy	no
Last Castle, The	2001	131	60	6.4	7233	R	Action Drama	no
Legally Blonde	2001	96	18	6.4	17572	PG-13	Comedy	no
Legend of Bagger Vance, The	2000	126	60	6.4	7123	PG-13	RomCom	no
Levity	2003	100	7.5	6.4	1459	R	Drama	no
Life Less Ordinary, A	1997	103	12	6.4	8209	R	RomCom	no
Midnight in the Garden of Good and Evil	1997	155	30	6.4	8517	R	Drama	no
Mutant Aliens	2001	81	0.2	6.4	223	R	Animated	no
My Best Friend's Wedding	1997	105	46	6.4	16648	PG-13	RomCom	no
Mystery, Alaska	1999	119	28	6.4	5440	R	Comedy Drama	no
Outbreak	1995	127	50	6.4	13796	R	Drama	no
Pecker	1998	87	6	6.4	4013	R	Comedy	no
Primer	2004	77	0.007	6.4	1466	PG-13	Drama	no
Rare Birds	2001	99	5	6.4	471	R	Comedy Drama	no
Robots	2005	91	75	6.4	4089	PG	Animated	no
Slums of Beverly Hills	1998	92	5	6.4	2914	R	Comedy Drama	no
Star Wars: Episode I - The Phantom Menace	1999	133	115	6.4	84488	PG	Action	no
Titan A.E.	2000	94	75	6.4	9373	PG	Animated	no
Tomorrow Never Dies	1997	119	110	6.4	19397	PG-13	Action	no
Under Suspicion	2000	111	25	6.4	3718	R	Drama	no
Vatel	2000	125	36	6.4	1322	PG-13	Romance Drama	no
What Women Want	2000	127	65	6.4	20138	PG-13	RomCom	no
Where the Heart Is	2000	120	15	6.4	5042	PG-13	RomCom	no
White Squall	1996	129	38	6.4	3445	PG-13	Drama	no
Wicker Park	2004	114	30	6.4	3143	PG-13	Romance Drama	no
Your Friends & Neighbors	1998	100	5	6.4	2659	R	Comedy Drama	no
Air Force One	1997	124	85	6.3	26156	R	Action Drama	no
American Pie 2	2001	105	30	6.3	22752	R	Comedy	no
American Wedding	2003	103	55	6.3	13590	R	Comedy	no
Assault on Precinct 13	2005	109	20	6.3	2960	R	Action Drama	no
Badge, The	2002	103	6	6.3	740	R	Action Drama	no
Bamboozled	2000	135	10	6.3	2356	R	Comedy Drama	no
Basket, The	1999	105	3	6.3	200	PG	Drama	no
Best Laid Plans	1999	92	7	6.3	1795	R	Drama	no
Blood Work	2002	110	50	6.3	5965	R	Drama	no
Bride & Prejudice	2004	122	7	6.3	1503	PG-13	RomCom	no
City by the Sea	2002	108	60	6.3	4886	R	Drama	no
Crime Spree	2003	98	10	6.3	953	R	Comedy	no
Day After Tomorrow, The	2004	124	125	6.3	23749	PG-13	Action Drama	no
Dead Presidents	1995	119	15	6.3	2641	R	Action Drama	no
Death to Smoochy	2002	109	55	6.3	8003	R	Comedy	no
Defender, The	2004	90	6	6.3	58	R	Action	no
Dick	1999	94	13	6.3	5004	PG-13	Comedy	no
Dinosaur	2000	82	127.5	6.3	5839	PG	Animated	no
Feng yun xiong ba tian xia	1998	85	10	6.3	922	PG-13	Action	no
Goat on Fire and Smiling Fish	1999	90	0.04	6.3	254	R	RomCom	no
Guinevere	1999	104	2.6	6.3	804	R	Romance Drama	no
Hollywood Ending	2002	112	16	6.3	3673	PG-13	Comedy Drama	no
Kate & Leopold	2001	123	48	6.3	8060	PG-13	RomCom	no
Keane	2004	100	0.85	6.3	34	R	Drama	no
Lethal Weapon 4	1998	127	140	6.3	17758	R	Action Comedy	no
Love Object	2003	88	1	6.3	427	R	Comedy	no
Lucky Break	2001	108	6	6.3	707	PG-13	Comedy	no
Matrix Revolutions, The	2003	125	110	6.3	40058	R	Action	no
Mindhunters	2004	102	27	6.3	3925	R	Action	no
Muertos de risa	1999	111	3.5	6.3	334	R	Comedy	no
My Fellow Americans	1996	101	21.5	6.3	2752	PG-13	Comedy	no
Nochnoy dozor	2004	115	4.2	6.3	1020	R	Action	no
O	2001	95	5	6.3	4555	R	Romance Drama	no
One Eight Seven	1997	119	23	6.3	2958	R	Drama	no
Onegin	1999	106	14	6.3	1327	R	Romance Drama	no
Phenomenon	1996	123	32	6.3	12075	PG	Romance Drama	no
Proof of Life	2000	135	65	6.3	9592	R	Action Drama	no
Road to El Dorado, The	2000	89	95	6.3	2838	PG	Animated	no
Road Trip	2000	94	15.6	6.3	15981	R	Comedy	no
Rules of Engagement	2000	128	60	6.3	7903	R	Drama	no
Secret Window	2004	96	40	6.3	13260	PG-13	Drama	no
Serial Mom	1994	95	13	6.3	4750	R	Comedy	no
Shanghai Knights	2003	114	50	6.3	7279	PG-13	Action Comedy	no
Shot at Glory, A	2000	114	9	6.3	286	R	Drama	no
Smilla's Sense of Snow	1997	120	35	6.3	3722	R	Action Drama	no
Solaris	2002	99	47	6.3	11808	PG-13	Romance Drama	no
Star Trek: Insurrection	1998	103	58	6.3	13395	PG	Action Drama	no
Starsky & Hutch	2004	101	60	6.3	13529	PG-13	Action Comedy	no
Super Troopers	2001	100	3	6.3	7728	R	Comedy	no
Tadpole	2002	78	0.15	6.3	1769	PG-13	RomCom	no
What Dreams May Come	1998	113	85	6.3	11706	PG-13	Romance Drama	no
Wimbledon	2004	98	31	6.3	4297	PG-13	RomCom	no
Work and the Glory, The	2004	118	7.5	6.3	180	PG	Romance Drama	no
World Is Not Enough, The	1999	128	135	6.3	24205	PG-13	Action	no
Yards, The	2000	115	20	6.3	3386	R	Drama	no
Ace Ventura: Pet Detective	1994	86	12	6.2	20705	PG-13	Comedy	no
Austin Powers in Goldmember	2002	94	63	6.2	22870	PG-13	Action Comedy	no
Baby Boy	2001	130	16	6.2	1476	R	Romance Drama	no
Ballad of Jack and Rose, The	2005	112	1.5	6.2	269	R	Drama	no
Basic	2003	98	50	6.2	8370	R	Drama	no
Beavis and Butt-Head Do America	1996	81	12	6.2	9491	PG-13	Animated	no
Bicentennial Man	1999	132	100	6.2	8925	PG	Romance Drama	no
Bone Collector, The	1999	118	48	6.2	17766	R	Drama	no
But I'm a Cheerleader	1999	85	1.2	6.2	3897	R	RomCom	no
Can't Hardly Wait	1998	101	10	6.2	8191	PG-13	RomCom	no
Chronicles of Riddick, The	2004	135	110	6.2	11438	PG-13	Action	no
City of Angels	1998	114	55	6.2	15333	PG-13	Romance Drama	no
Company, The	2003	112	15	6.2	1505	PG-13	Drama	no
Don't Say a Word	2001	113	50	6.2	10098	R	Drama	no
Edtv	1999	122	60	6.2	10085	PG-13	Comedy	no
Emmett's Mark	2002	104	4.5	6.2	427	R	Drama	no
Evita	1996	134	55	6.2	8371	PG	Drama	no
Four Feathers, The	2002	125	80	6.2	4400	PG-13	Drama	no
Grumpier Old Men	1995	101	25	6.2	3711	PG-13	RomCom	no
Hart's War	2002	125	70	6.2	6368	R	Drama	no
Heart of Me, The	2002	96	7	6.2	336	R	Romance Drama	no
Heartbreakers	2001	110	40	6.2	8037	PG-13	RomCom	no
High Strung	1991	93	0.3	6.2	391	PG	Comedy	no
I Married a Strange Person!	1997	74	0.25	6.2	391	R	Animated	no
I'm with Lucy	2002	90	15	6.2	646	R	RomCom	no
In & Out	1997	92	35	6.2	10352	PG-13	Comedy	no
Just Looking	1999	97	3	6.2	436	R	Comedy	no
Kiss of the Dragon	2001	98	25	6.2	7887	R	Action Drama	no
Love Story	1970	99	2.2	6.2	2844	PG	Romance Drama	no
Miss Congeniality	2000	109	45	6.2	16235	PG-13	Comedy	no
Northfork	2003	103	1.9	6.2	1521	PG-13	Drama	no
Osmosis Jones	2001	95	75	6.2	3410	PG	Animated	no
Pandaemonium	2000	124	15	6.2	244	PG-13	Drama	no
Perfect Storm, The	2000	130	120	6.2	24946	PG-13	Action Drama	no
Powerpuff Girls, The	2002	73	10	6.2	1334	PG	Animated	no
Price of Glory	2000	118	10	6.2	265	PG-13	Drama	no
Prozac Nation	2001	99	9	6.2	940	R	Drama	no
Punisher, The	2004	124	33	6.2	9989	R	Action	no
Replacements, The	2000	114	50	6.2	7617	PG-13	Comedy	no
Resident Evil	2002	100	35	6.2	18978	R	Action	no
Riding in Cars with Boys	2001	132	48	6.2	4627	PG-13	Comedy Drama	no
Six-String Samurai	1998	91	2	6.2	1163	PG-13	Action	no
Snitch	1998	90	11	6.2	412	R	Action Drama	no
Spun	2002	106	2.8	6.2	3924	R	Comedy Drama	no
Stark Raving Mad	2002	102	5	6.2	601	R	Comedy	no
Stolen Summer	2002	91	1.5	6.2	801	PG	Drama	no
Swordfish	2001	99	80	6.2	20455	R	Action	no
Tears of the Sun	2003	121	70	6.2	8690	R	Action Drama	no
Timecode	2000	97	4	6.2	2320	R	Comedy Drama	no
Tin Cup	1996	135	45	6.2	7521	R	RomCom	no
Walk in the Clouds, A	1995	102	20	6.2	4085	PG-13	Romance Drama	no
Where the Money Is	2000	89	18	6.2	1461	PG-13	Comedy Drama	no
Where's Marlowe?	1998	97	3.5	6.2	188	R	Comedy	no
Willard	2003	100	22	6.2	2913	PG-13	Comedy Drama	no
Wood, The	1999	102	6	6.2	1170	R	RomCom	no
You've Got Mail	1998	119	65	6.2	20053	PG	RomCom	no
13th Warrior, The	1999	102	85	6.1	14344	R	Action	no
15 Minutes	2001	120	42	6.1	10866	R	Drama	no
51st State, The	2001	92	28	6.1	6752	R	Action Comedy	no
Along Came a Spider	2001	104	28	6.1	9456	R	Drama	no
Bad Boys II	2003	145	130	6.1	13087	R	Action Comedy	no
Basil	1998	113	10	6.1	367	R	Romance Drama	no
Behind Enemy Lines	2001	106	40	6.1	10856	PG-13	Action Drama	no
Beyond Re-Animator	2003	96	3	6.1	908	R	Comedy	no
Big Tease, The	1999	86	4	6.1	670	R	Comedy	no
Birthday Girl	2001	93	13	6.1	5340	R	RomCom	no
Bring It On	2000	98	10	6.1	11784	PG-13	Comedy	no
Broken Vessels	1998	90	0.6	6.1	223	R	Drama	no
Celebrity	1998	113	12	6.1	4820	R	Comedy	no
Chain of Fools	2000	96	20	6.1	845	R	Comedy	no
City Hall	1996	111	40	6.1	4381	R	Drama	no
Crazy in Alabama	1999	111	15	6.1	2086	PG-13	Comedy Drama	no
Entrapment	1999	113	66	6.1	18543	PG-13	RomCom	no
EuroTrip	2004	90	25	6.1	8390	R	Comedy	no
Everlasting Piece, An	2000	103	14	6.1	475	R	Comedy	no
Flawless	1999	112	27	6.1	3287	R	Comedy Drama	no
For Love of the Game	1999	137	50	6.1	5782	PG-13	Romance Drama	no
Freddy Vs. Jason	2003	97	25	6.1	11109	R	Action	no
General's Daughter, The	1999	116	60	6.1	11128	R	Drama	no
Heart of America	2003	87	3	6.1	204	R	Drama	no
Hideous Kinky	1998	98	12	6.1	1615	R	Drama	no
High Crimes	2002	115	42	6.1	6043	PG-13	Drama	no
How to Lose a Guy in 10 Days	2003	116	50	6.1	9257	PG-13	RomCom	no
Hulk	2003	138	120	6.1	20710	PG-13	Action Drama	no
Independence Day	1996	153	75	6.1	61831	PG-13	Action	no
Instinct	1999	126	55	6.1	6298	R	Drama	no
Kid, The	2000	104	65	6.1	5418	PG	Comedy Drama	no
Looney Tunes: Back in Action	2003	91	80	6.1	2559	PG	Animated	no
Losing Isaiah	1995	111	17	6.1	794	R	Drama	no
Mars Attacks!	1996	106	70	6.1	27363	PG-13	Action Comedy	no
Mona Lisa Smile	2003	117	65	6.1	6838	PG-13	RomCom	no
Montana	1998	92	4	6.1	417	R	Action Drama	no
Mummy Returns, The	2001	130	98	6.1	23551	PG-13	Action	no
Open Water	2003	79	0.13	6.1	7204	R	Drama	no
Orange County	2002	82	18	6.1	8526	PG-13	Comedy Drama	no
Outside Providence	1999	96	7	6.1	2735	R	RomCom	no
Patch Adams	1998	115	50	6.1	12110	PG-13	Comedy Drama	no
Paycheck	2003	119	60	6.1	10383	PG-13	Action	no
Sabrina	1995	127	58	6.1	7547	PG	RomCom	no
Safe Men	1998	88	1	6.1	590	R	Comedy	no
Save the Last Dance	2001	112	13	6.1	7613	PG-13	Romance Drama	no
Selena	1997	127	20	6.1	2870	PG	Drama	no
Set It Off	1996	123	9	6.1	1619	R	Action Drama	no
Shallow Hal	2001	113	40	6.1	13217	PG-13	RomCom	no
Sleeping Dictionary, The	2003	109	12	6.1	696	R	Romance Drama	no
Statement, The	2003	120	23	6.1	710	R	Drama	no
Stepmom	1998	124	50	6.1	7470	PG-13	Comedy Drama	no
Surviving Picasso	1996	125	16	6.1	1139	R	Romance Drama	no
Switchback	1997	118	38	6.1	2195	R	Action	no
Tailor of Panama, The	2001	109	18	6.1	5997	R	Comedy Drama	no
There Goes My Baby	1994	110	10.5	6.1	253	R	Comedy Drama	no
U.S. Marshals	1998	131	60	6.1	10315	PG-13	Action Drama	no
Vanity Fair	2004	141	23	6.1	2151	PG-13	Romance Drama	no
We Don't Live Here Anymore	2004	101	3	6.1	1387	R	Drama	no
Welcome to Collinwood	2002	86	12	6.1	2831	R	Comedy	no
Zoolander	2001	89	28	6.1	18277	PG-13	Comedy	no
28 Days	2000	103	43	6	7465	PG-13	Drama	no
After the Sunset	2004	97	58	6	3431	PG-13	Action Comedy	no
Albino Alligator	1996	97	5	6	2077	R	Drama	no
Alfie	2004	103	60	6	3492	R	Comedy Drama	no
Alien: Resurrection	1997	116	70	6	24358	R	Action	no
Anger Management	2003	106	75	6	14280	PG-13	Comedy	no
Antitrust	2001	108	30	6	7326	PG-13	Drama	no
Battle of Shaker Heights, The	2003	90	1	6	854	PG-13	RomCom	no
Birth	2004	100	20	6	2600	R	Romance Drama	no
Blood and Wine	1996	101	26	6	2134	R	Drama	no
Bruno	2000	108	10	6	295	PG-13	Comedy Drama	no
Brylcreem Boys, The	1998	106	6	6	199	PG-13	Romance Drama	no
Cecil B. DeMented	2000	87	10	6	3464	R	Comedy	no
Children On Their Birthdays	2002	102	10	6	163	PG	Drama	no
D.E.B.S.	2004	91	3.5	6	300	PG-13	Action Comedy	no
Detroit Rock City	1999	95	15	6	4607	R	Comedy	no
Dog of Flanders, A	1999	100	7	6	179	PG	Drama	no
Down and Out with the Dolls	2001	88	1.2	6	37	R	Comedy	no
Empire	2002	90	3.5	6	1718	R	Action Drama	no
Flight of the Phoenix	2004	113	45	6	2732	PG-13	Action	no
Four Rooms	1995	98	4	6	10675	R	Comedy Drama	no
Frankenstein	1994	123	45	6	6941	R	Drama	no
Gerry	2002	105	3.5	6	1944	R	Drama	no
Golden Bowl, The	2000	130	15	6	1145	R	Drama	no
Groove	2000	86	0.5	6	1171	R	Drama	no
Hard Ball	2001	109	21	6	3083	PG-13	Drama	no
Jumanji	1995	104	65	6	14874	PG	Action Comedy	no
King Arthur	2004	140	90	6	14272	R	Action Drama	no
Mad City	1997	115	50	6	3965	PG-13	Drama	no
Man in the Iron Mask, The	1998	132	35	6	11127	PG-13	Action Drama	no
Me, Myself & Irene	2000	116	51	6	21305	R	Comedy	no
Mexican, The	2001	123	38	6	13935	R	RomCom	no
Object of My Affection, The	1998	111	15	6	4027	R	RomCom	no
Ocean's Twelve	2004	125	110	6	14797	PG-13	Comedy	no
Once Upon a Time in Mexico	2003	102	29	6	14732	R	Action	no
Perez Family, The	1995	113	11	6	517	R	RomCom	no
Queen's Messenger II	2001	90	4	6	27	R	Action	no
Rainbow Thief, The	1990	87	10	6	49	R	Drama	no
Shaft	2000	99	46	6	13742	R	Action	no
Shall We Dance	2004	106	40	6	3479	PG-13	RomCom	no
She's the One	1996	96	3.5	6	3779	R	RomCom	no
Slaughter Rule, The	2002	112	0.5	6	356	R	Drama	no
Stigmata	1999	103	32	6	14062	R	Drama	no
Stuart Little	1999	81	103	6	8009	PG	Comedy	no
Three to Tango	1999	98	20	6	5719	PG-13	RomCom	no
Twist	2003	97	0.35	6	197	R	Drama	no
Undercover Brother	2002	85	25	6	5138	PG-13	Action Comedy	no
Varsity Blues	1999	100	16	6	7974	R	Drama	no
Wide Awake	1998	88	7	6	655	PG	Comedy Drama	no
6th Day, The	2000	123	82	5.9	12064	PG-13	Action	no
Alamo, The	2004	137	95	5.9	3060	PG-13	Action Drama	no
Anywhere But Here	1999	114	23	5.9	4007	PG-13	Drama	no
Baptists at Our Barbecue	2004	92	0.5	5.9	62	PG	RomCom	no
Because of Winn-Dixie	2005	106	14	5.9	483	PG	Comedy Drama	no
Bedazzled	2000	93	48	5.9	11439	PG-13	Comedy	no
Big Daddy	1999	93	34.2	5.9	18258	PG-13	Comedy	no
Brown Sugar	2002	109	8	5.9	941	PG-13	RomCom	no
Captain Corelli's Mandolin	2001	131	57	5.9	5281	R	Romance Drama	no
Craft, The	1996	101	15	5.9	9187	R	Comedy Drama	no
Deep End of the Ocean, The	1999	106	40	5.9	2890	PG-13	Drama	no
Deep Impact	1998	120	75	5.9	22684	PG-13	Drama	no
Dirty Work	1998	82	13	5.9	4252	PG-13	Comedy	no
Double Jeopardy	1999	105	40	5.9	13587	R	Drama	no
Guru, The	2002	94	11	5.9	3505	R	RomCom	no
Jakob the Liar	1999	120	15	5.9	2544	PG-13	Comedy Drama	no
Love's Labour's Lost	2000	93	13	5.9	1254	PG	RomCom	no
Men with Brooms	2002	102	7.5	5.9	1096	R	RomCom	no
Novocaine	2001	95	6	5.9	2829	R	Comedy Drama	no
Overnight Delivery	1998	87	12	5.9	1229	PG-13	RomCom	no
Peacemaker, The	1997	124	50	5.9	8994	R	Action	no
Pushing Tin	1999	119	33	5.9	7528	R	Comedy Drama	no
S.W.A.T.	2003	117	80	5.9	12732	PG-13	Action	no
Shark Tale	2004	90	75	5.9	7819	PG	Animated	no
Siege, The	1998	116	70	5.9	9725	R	Action Drama	no
Stuart Little 2	2002	82	120	5.9	2324	PG	Comedy	no
Texas Chainsaw Massacre, The	2003	98	9.2	5.9	9587	R	Action	no
Twister	1996	113	92	5.9	28315	PG-13	Action Drama	no
Walking Tall	2004	87	56	5.9	4839	PG-13	Action Drama	no
Wild in the Streets	1968	94	1	5.9	329	R	Drama	no
Windtalkers	2002	153	115	5.9	9081	R	Action Drama	no
Along Came Polly	2004	90	42	5.8	9785	PG-13	RomCom	no
America's Sweethearts	2001	102	48	5.8	11849	PG-13	RomCom	no
Awfully Big Adventure, An	1995	112	4	5.8	608	R	Drama	no
Beach, The	2000	119	50	5.8	15020	R	Drama	no
Bounce	2000	106	35	5.8	5390	PG-13	Romance Drama	no
Charlie's Angels	2000	94	92	5.8	25705	PG-13	Action Comedy	no
Cheaper by the Dozen	2003	98	40	5.8	5977	PG	Comedy Drama	no
Confession, The	1999	114	4	5.8	519	R	Drama	no
Critical Care	1997	107	12	5.8	397	R	Comedy Drama	no
Dragonfly	2002	104	60	5.8	5431	PG-13	Drama	no
Duets	2000	112	15	5.8	2414	R	Comedy Drama	no
Eraser	1996	115	100	5.8	14641	R	Action Drama	no
Evolution	2001	101	80	5.8	14232	PG-13	Comedy	no
Forgotten, The	2004	94	42	5.8	8234	PG-13	Drama	no
Freeze Frame	2004	99	2	5.8	189	R	Drama	no
Go Fish	1994	84	0.015	5.8	621	R	Romance Drama	no
Harriet the Spy	1996	100	13	5.8	845	PG	Comedy Drama	no
Impostor	2002	102	40	5.8	3292	R	Action Drama	no
Kansas City	1996	116	19	5.8	1077	R	Drama	no
Life	1999	108	75	5.8	4857	R	Comedy Drama	no
Mickey Blue Eyes	1999	102	40	5.8	7247	PG-13	RomCom	no
Mousehunt	1997	99	38	5.8	4637	PG	Action Comedy	no
Mrs. Winterbourne	1996	105	25	5.8	1310	PG-13	RomCom	no
Mystery Men	1999	121	68	5.8	13331	PG-13	Action Comedy	no
Nutty Professor, The	1996	95	54	5.8	12273	PG-13	RomCom	no
Party Monster	2003	98	5	5.8	1976	R	Drama	no
Reign of Fire	2002	101	95	5.8	11452	PG-13	Action	no
Replacement Killers, The	1998	87	30	5.8	6825	R	Action	no
Rock Star	2001	105	38	5.8	5100	R	Comedy Drama	no
